Time_to_Town,Distance_to_MainRD,Land_Size(perches),Num_Stories,Floor_area,Num_Beds,Num_Baths,Parking_space,Price,Time_to_Townnan,Distance_to_MainRDnan,Age_Ordinal,Spl_Arch_Design_Ordinal,Garden_size_Ordinal,Located_City_athurugiriya,Located_City_boralesgamuwa,Located_City_dehiwala,Located_City_kottawa,Located_City_kotte,Located_City_malabe,Located_City_moratuwa,Located_City_nugegoda,Located_City_piliyandala,Located_City_thalawathugoda,Complete_stage_Incomplete,Decorations_NoDecorations,Ava_Religious_yes,Ava_Schools_yes,Ava_Hospitals_yes,Ava_Supermarket_yes,Ava_Water_yes,Ava_Electricity_yes,AC/NONAC_yes,Furniture_yes
1.609437912,1.609437912,3.540959324,1,8.188689124,6,4,10,18.31198133,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
1.945910149,5.703782475,1.85629799,2,7.467371067,3,2,2,16.6890752,0,0,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
1.791759469,5.991464547,2.803360381,2,7.824046011,4,3,2,17.0736071,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
1.791759469,7.60090246,2.48490665,1,7.673223121,3,3,2,16.78592502,0,0,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2.302585093,5.857933154,2.014903021,2,7.955775782,4,4,2,17.16541465,0,0,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
1.609437912,7.279318835,1.945910149,2,8.242756346,4,4,2,17.62217305,0,0,4,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
1.609437912,5.298317367,2.302585093,2,8.070906089,4,4,4,18.42068074,0,0,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1.609437912,5.010635294,2.827313622,2,8.433811582,3,2,2,18.02911854,0,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0
2.302585093,6.907755279,1.871802177,2,7.467371067,4,4,2,16.92902587,0,0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
1.386294361,5.298317367,2.302585093,2,7.740664402,5,3,1,17.86729551,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0
1.609437912,5.298317367,2.140066163,1,7.340835554,3,3,1,16.55635058,0,0,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
1.609437912,4.605170186,1.871802177,2,8.006367568,5,3,2,16.78592502,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
1.609437912,6.684611728,3.044522438,1,7.522940918,4,2,5,17.03438638,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
1.609437912,5.857933154,2.197224577,2,8.006367568,4,4,2,17.59970019,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
1.609437912,6.309918278,3.314186005,2,8.517193191,6,5,3,17.98989783,0,0,1,2,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0
1.609437912,5.991464547,2.302585093,2,7.60090246,4,4,3,17.55318018,0,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1.609437912,6.309918278,2.091864062,2,8.30647216,6,5,2,17.72753356,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
1.609437912,6.684611728,2.708050201,2,8.131530711,4,3,3,17.42642847,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
1.098612289,5.298317367,2.151762203,2,7.937374696,5,3,1,17.11134742,0,0,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0
1.609437912,5.521460918,2.314513664,2,8.006367568,4,3,2,17.71748323,0,0,4,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2.302585093,4.605170186,2.302585093,2,8.101677747,4,3,2,17.62217305,0,0,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2.302585093,6.109247583,2.251291799,1,7.102499356,3,1,2,16.61887094,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0
2.302585093,7.60090246,2.397895273,1,7.073269717,2,2,2,16.52356076,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
1.609437912,4.605170186,1.945910149,2,7.669028289,4,3,1,16.77561565,0,0,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
2.564949357,7.090076836,1.791759469,1,7.003065459,3,1,2,16.11809565,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0
1.609437912,6.396929655,2.351375257,1,7.081708586,3,1,1,16.61887094,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
1.386294361,6.214608098,2.656756907,1,7.495541944,3,1,2,17.64415195,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
1.098612289,1.609437912,1.504077397,2,7.60090246,4,2,2,16.90655301,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2.708050201,1.609437912,2.302585093,2,7.696212639,3,2,5,16.90655301,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
1.609437912,6.109247583,3.208825489,1,7.495541944,4,2,2,18.32637006,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0
2.302585093,5.298317367,2.397895273,1,7.60339934,4,3,3,17.56501463,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
1.791759469,5.298317367,2.995732274,2,7.824046011,3,2,2,17.37085862,0,0,2,2,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
1.791759469,4.605170186,2.48490665,2,8.411832676,4,3,2,17.62217305,0,0,3,3,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
1.791759469,6.907755279,1.840549633,1,7.299797367,3,3,1,16.25785759,0,0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2.564949357,6.214608098,2.341805806,2,7.919356191,4,2,4,16.75994954,0,0,3,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0
1.609437912,6.684611728,2.005525859,1,7.102499356,2,1,1,15.95557672,0,0,4,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0
2.079441542,6.745236349,2.302585093,1,7.909489493,3,2,2,17.72753356,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1
2.48490665,7.77569575,2.098017927,2,7.77569575,5,4,2,17.34187108,0,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
3.401197382,4.787491743,2.302585093,1,7.40367029,3,3,2,16.04552496,0,0,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
1.098612289,4.605170186,2.944438979,2,7.937374696,4,2,2,17.21670794,0,0,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1.945910149,6.214608098,2.564949357,2,7.937374696,4,3,4,17.12969656,0,0,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0
1.609437912,4.605170186,1.791759469,2,7.60090246,4,4,2,16.97251098,0,0,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1.609437912,4.605170186,2.197224577,2,7.863266724,5,3,1,17.3990295,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0
1.609437912,4.605170186,2.63905733,2,8.03915739,5,3,3,16.83593544,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
2.302585093,4.605170186,2.197224577,1,7.326465614,3,3,1,16.58809928,0,0,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
2.079441542,7.313220387,2.302585093,1,7.60090246,3,2,1,16.16688582,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
1.791759469,6.684611728,1.983756292,1,6.684611728,3,2,2,16.58809928,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0
2.302585093,6.396929655,2.079441542,2,8.29404964,4,3,3,17.19990082,0,0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
2.079441542,3.912023005,2.895911938,3,8.699514748,5,6,4,18.72078534,0,0,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1.609437912,5.298317367,2.714694744,2,8.229511119,5,5,3,17.8044946,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
2.079441542,5.298317367,2.302585093,2,8.242756346,6,2,2,17.86729551,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1
1.386294361,3.912023005,2.251291799,2,7.60090246,3,2,2,16.97251098,0,0,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
1.098612289,6.396929655,2.63905733,1,7.824046011,4,2,5,17.82284374,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1
2.079441542,6.109247583,2.708050201,1,8.160518247,4,3,2,17.98989783,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
1.386294361,5.521460918,2.014903021,2,7.863266724,4,3,2,16.97251098,0,0,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1.791759469,4.605170186,2.970414466,2,9.104979856,5,5,5,18.1462439,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
1.098612289,2.995732274,3.218875825,1,7.170119543,2,1,1,17.8044946,0,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
1.609437912,6.907755279,2.041220329,2,8.101677747,4,4,2,17.59970019,0,0,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0
1.386294361,6.551080335,2.708050201,2,8.29404964,4,4,6,17.83189358,0,0,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1.791759469,5.703782475,2.564949357,3,8.160518247,4,4,2,17.90985512,0,0,4,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1.609437912,7.60090246,2.302585093,1,7.154615357,3,2,4,15.95557672,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
1.945910149,7.377758908,2.63905733,2,7.863266724,5,2,3,16.90655301,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2.708050201,5.703782475,2.302585093,1,7.090076836,3,2,2,16.73328129,0,0,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
1.945910149,3.912023005,2.310553263,2,8.29404964,4,4,2,17.18280639,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1.609437912,6.396929655,2.48490665,2,8.29404964,4,4,2,18.02763816,0,0,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2.302585093,5.521460918,2.302585093,2,8.173575487,5,3,2,16.860033,0,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1
2.197224577,7.090076836,2.564949357,3,8.006367568,5,4,2,17.72753356,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0
1.609437912,5.521460918,2.463853241,2,8.242756346,4,3,2,17.42642847,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1
2.197224577,5.521460918,2.928523524,3,8.29404964,3,3,6,17.82284374,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
0.693147181,2.302585093,2.140066163,2,7.60090246,2,2,3,17.3990295,0,0,4,3,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
1.386294361,5.298317367,2.397895273,2,8.101677747,7,4,3,17.18280639,0,0,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
1.791759469,5.703782475,2.442347035,3,8.160518247,5,5,2,17.4661688,0,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
1.609437912,6.214608098,1.909542505,2,8.006367568,4,3,2,16.90655301,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0
1.609437912,3.912023005,2.63905733,2,8.160518247,5,5,4,18.30414693,1,0,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1.609437912,5.521460918,3.455685567,2,8.517193191,5,4,8,18.42068074,0,0,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1.386294361,2.995732274,3.135494216,2,8.29404964,6,6,8,18.13299867,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1.609437912,5.521460918,2.302585093,1,6.791221463,2,1,1,16.19505669,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1
2.564949357,3.912023005,2.944438979,2,7.937374696,4,2,2,17.37085862,0,0,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2.197224577,6.309918278,2.028148247,1,6.975413927,3,2,2,16.46875252,0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0
1.609437912,5.010635294,1.945910149,2,7.552762084,4,2,2,16.48965921,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
1.609437912,5.521460918,2.302585093,2,7.837554361,4,2,3,17.0736071,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1.609437912,6.214608098,2.302585093,1,7.535830463,3,3,1,16.73328129,0,0,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
1.098612289,4.605170186,2.890371758,2,8.779557456,7,4,3,17.98989783,0,0,1,3,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
2.079441542,7.377758908,2.079441542,3,7.937374696,5,3,2,16.67771144,0,0,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
2.302585093,7.60090246,2.079441542,1,7.170119543,3,2,2,16.51687177,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1.609437912,6.396929655,2.48490665,2,7.207859871,2,3,2,16.61887094,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
2.197224577,2.302585093,2.302585093,3,8.160518247,7,5,3,17.94264494,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1.791759469,6.214608098,2.197224577,3,8.517193191,6,4,3,17.49181123,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
1.791759469,4.787491743,2.48490665,2,7.60090246,4,2,2,16.21340583,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
2.302585093,6.214608098,2.517696473,1,7.114769448,4,2,3,16.38045992,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
2.48490665,5.298317367,2.397895273,2,8.594154233,8,5,2,17.52908262,0,0,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2.48490665,5.192956851,2.708050201,1,7.090076836,3,1,4,16.3412392,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1
1.791759469,5.298317367,2.079441542,2,7.789454566,3,3,3,16.90655301,0,0,4,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0
2.302585093,7.549609165,1.098612289,1,6.620073207,2,1,0,15.95557672,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
1.386294361,5.857933154,2.004179057,2,7.377758908,4,2,1,17.01418368,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
1.609437912,5.857933154,2.302585093,3,8.491054534,5,4,1,17.90148687,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2.995732274,6.802394763,2.995732274,2,7.874739125,4,2,7,16.860033,0,0,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1
1.609437912,7.60090246,2.388762789,1,7.170119543,3,2,2,16.41820024,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1
1.791759469,5.521460918,2.302585093,2,8.070906089,4,3,2,17.62217305,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1.609437912,7.824046011,2.708050201,2,8.006367568,4,4,6,17.77632373,0,0,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0
1.609437912,3.912023005,2.351375257,2,8.006367568,5,2,2,16.74936743,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1.945910149,6.214608098,1.945910149,2,8.160518247,4,3,2,17.4661688,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
2.197224577,7.003065459,1.945910149,1,7.824046011,4,2,1,16.45456789,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0
2.302585093,5.298317367,1.887069649,1,7.377758908,3,2,0,16.95100477,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
1.609437912,2.995732274,2.63905733,2,7.937374696,5,3,2,17.57671067,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
1.609437912,6.396929655,2.525728644,1,7.313220387,3,2,1,16.51013774,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0
1.945910149,6.214608098,2.00148,1,7.60090246,2,2,1,16.73328129,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
2.197224577,7.377758908,2.720637317,2,7.824046011,4,3,3,17.0736071,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
1.609437912,5.703782475,1.945910149,2,8.006367568,5,4,1,16.97251098,1,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
1.609437912,5.521460918,2.772588722,2,7.824046011,5,3,3,17.02635421,0,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1.609437912,5.521460918,1.916922612,2,7.696212639,3,2,2,17.01418368,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1
1.609437912,6.684611728,1.871802177,2,7.60090246,3,3,1,16.860033,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2.302585093,6.396929655,2.104134154,3,8.070906089,6,4,2,17.72753356,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
1.609437912,7.824046011,2.302585093,1,7.244227516,3,2,2,16.92902587,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2.302585093,5.010635294,2.833213344,1,7.60090246,4,2,10,16.52356076,0,0,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
2.302585093,6.802394763,2.944438979,2,8.242756346,4,3,2,17.37085862,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1
2.890371758,6.907755279,3.261935314,1,7.467371067,3,2,4,16.41820024,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
1.945910149,7.60090246,1.824549292,1,7.299797367,3,2,1,16.25785759,0,0,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
1.098612289,5.521460918,2.302585093,2,7.937374696,4,4,3,17.18280639,0,0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
1.386294361,5.298317367,2.58021683,2,8.522379718,8,5,3,17.56501463,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1
1.386294361,5.521460918,2.564949357,2,8.006367568,5,2,2,17.43985149,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0
1.945910149,6.907755279,2.48490665,2,8.38935982,5,5,6,17.98989783,0,0,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
2.302585093,5.298317367,1.078409581,2,6.684611728,2,2,0,16.16688582,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
1.609437912,3.912023005,2.397895273,2,8.216088099,7,6,2,17.65496287,0,0,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1.386294361,3.688879454,1.791759469,2,8.006367568,5,3,1,17.34187108,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
2.48490665,6.214608098,2.302585093,1,7.090076836,2,1,3,16.92902587,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0
1.791759469,4.605170186,2.302585093,2,8.29404964,4,4,3,17.82284374,0,0,1,3,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
1.609437912,5.991464547,2.1102132,1,7.377758908,3,2,1,16.58809928,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
1.791759469,6.396929655,2.32238772,1,7.783224016,3,3,3,16.61887094,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1
2.302585093,3.218875825,2.844909384,2,7.649692624,5,2,2,16.61887094,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
2.302585093,6.684611728,1.945910149,1,6.956545443,3,1,1,15.73243317,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
2.302585093,5.703782475,1.147402453,2,6.551080335,3,1,0,15.77560534,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0
1.098612289,6.396929655,3.275256158,2,8.411832676,5,5,10,17.98989783,0,0,1,3,3,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
